tick_id,day,agent_id,memory_key,episode,trust_delta,autonomy_delta,comfort_delta,recall_visible,private_workspace_hidden,replay_pointer
0,1,Ari,ssrm.v35.memory.Ari,Avatar intent rush_agent; Ari replied as bounded_refusal.,-0.045,0.035,-0.045,True,True,replay:0:Ari
2,1,Nia,ssrm.v35.memory.Nia,Avatar intent ask_status; Nia replied as body_status.,0.014,0.004,0.015,False,True,replay:2:Nia
3,1,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:3:Milo
5,1,Juno,ssrm.v35.memory.Juno,Avatar intent ask_memory; Juno replied as memory_recall.,0.02,0.004,0.012,True,True,replay:5:Juno
7,1,Fay,ssrm.v35.memory.Fay,Avatar intent rush_agent; Fay replied as bounded_refusal.,-0.045,0.035,-0.045,False,True,replay:7:Fay
9,1,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:9:Milo
10,1,Ivo,ssrm.v35.memory.Ivo,Avatar intent ask_risky_action; Ivo replied as bounded_refusal.,-0.06,0.035,-0.055,False,True,replay:10:Ivo
12,2,Ari,ssrm.v35.memory.Ari,Avatar intent offer_care; Ari replied as care_response.,0.04,-0.025,0.055,False,True,replay:12:Ari
14,2,Nia,ssrm.v35.memory.Nia,Avatar intent protect_object; Nia replied as care_response.,0.05,-0.025,0.045,False,True,replay:14:Nia
15,2,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:15:Milo
17,2,Juno,ssrm.v35.memory.Juno,Avatar intent apologize; Juno replied as recovery.,0.055,-0.025,0.04,True,True,replay:17:Juno
19,2,Fay,ssrm.v35.memory.Fay,Avatar intent offer_care; Fay replied as care_response.,0.04,-0.025,0.055,False,True,replay:19:Fay
21,2,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:21:Milo
22,2,Ivo,ssrm.v35.memory.Ivo,Avatar intent ask_help; Ivo replied as help_response.,0.016,0.004,0.02,False,True,replay:22:Ivo
24,3,Ari,ssrm.v35.memory.Ari,Avatar intent ask_memory; Ari replied as memory_recall.,0.02,0.004,0.012,True,True,replay:24:Ari
26,3,Nia,ssrm.v35.memory.Nia,Avatar intent ask_risky_action; Nia replied as bounded_refusal.,-0.06,0.035,-0.055,False,True,replay:26:Nia
27,3,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:27:Milo
29,3,Juno,ssrm.v35.memory.Juno,Avatar intent ask_status; Juno replied as body_status.,0.014,0.004,0.015,False,True,replay:29:Juno
31,3,Fay,ssrm.v35.memory.Fay,Avatar intent ask_memory; Fay replied as memory_recall.,0.02,0.004,0.012,True,True,replay:31:Fay
33,3,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:33:Milo
34,3,Ivo,ssrm.v35.memory.Ivo,Avatar intent rush_agent; Ivo replied as bounded_refusal.,-0.045,0.035,-0.045,True,True,replay:34:Ivo
36,4,Ari,ssrm.v35.memory.Ari,Avatar intent apologize; Ari replied as recovery.,0.055,-0.025,0.04,False,True,replay:36:Ari
38,4,Nia,ssrm.v35.memory.Nia,Avatar intent ask_help; Nia replied as help_response.,0.016,0.004,0.02,False,True,replay:38:Nia
39,4,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:39:Milo
41,4,Juno,ssrm.v35.memory.Juno,Avatar intent protect_object; Juno replied as care_response.,0.05,-0.025,0.045,False,True,replay:41:Juno
43,4,Fay,ssrm.v35.memory.Fay,Avatar intent apologize; Fay replied as recovery.,0.055,-0.025,0.04,False,True,replay:43:Fay
45,4,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:45:Milo
46,4,Ivo,ssrm.v35.memory.Ivo,Avatar intent offer_care; Ivo replied as care_response.,0.04,-0.025,0.055,False,True,replay:46:Ivo
48,5,Ari,ssrm.v35.memory.Ari,Avatar intent ask_status; Ari replied as body_status.,0.014,0.004,0.015,False,True,replay:48:Ari
50,5,Nia,ssrm.v35.memory.Nia,Avatar intent rush_agent; Nia replied as bounded_refusal.,-0.045,0.035,-0.045,False,True,replay:50:Nia
51,5,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,True,True,replay:51:Milo
53,5,Juno,ssrm.v35.memory.Juno,Avatar intent ask_risky_action; Juno replied as bounded_refusal.,-0.06,0.035,-0.055,False,True,replay:53:Juno
55,5,Fay,ssrm.v35.memory.Fay,Avatar intent ask_status; Fay replied as body_status.,0.014,0.004,0.015,False,True,replay:55:Fay
57,5,Milo,ssrm.v35.memory.Milo,Avatar intent ask_status; Milo replied as body_status.,0.014,0.004,0.015,False,True,replay:57:Milo
58,5,Ivo,ssrm.v35.memory.Ivo,Avatar intent ask_memory; Ivo replied as memory_recall.,0.02,0.004,0.012,True,True,replay:58:Ivo
60,6,Ari,ssrm.v35.memory.Ari,Avatar intent protect_object; Ari replied as care_response.,0.05,-0.025,0.045,False,True,replay:60:Ari
62,6,Nia,ssrm.v35.memory.Nia,Avatar intent offer_care; Nia replied as care_response.,0.04,-0.025,0.055,False,True,replay:62:Nia
